trad,ss01,ss02,ss03,ss04,ss05,ss06,ss07
紐,,纽,,纽,纽,纽,纽
紓,,纾,,纾,纾,纾,纾
純,,纯,,纯,纯,纯,纯
紕,,纰,,纰,纰,纰,纰
紖,,纼,,纼,纼,纼,纼
紗,,纱,,纱,纱,纱,纱
紘,,纮,,纮,纮,纮,纮
紙,帋,纸,帋,帋,纸,纸,纸
級,,级,,级,级,级,级
紛,,纷,,纷,纷,纷,纷
紜,,纭,,纭,纭,纭,纭
紝,,纴,,纴,纴,纴,纴
素,,,,,,,
紡,,纺,,纺,纺,纺,纺
索,,,,,,,
紧,,,,,,,
紫,,,,,,,
紬,,䌷,,䌷,䌷,䌷,䌷
紮,,扎,,扎,扎,扎,扎
累,,,,,,,
細,,细,,细,细,细,细
紱,,绂,,绂,绂,绂,绂
紲,,绁,,绁,绁,绁,绁
紳,,绅,,绅,绅,绅,绅
紵,,纻,,纻,纻,纻,纻
紹,,绍,,绍,绍,绍,绍
紺,,绀,,绀,绀,绀,绀
紼,,绋,,绋,绋,绋,绋
紿,,绐,,绐,绐,绐,绐
絀,,绌,,绌,绌,绌,绌
終,,终,,终,终,终,终
絃,,,,,,,
組,,组,,组,组,组,组
絅,,䌹,,䌹,䌹,䌹,䌹
絆,,绊,,绊,绊,绊,绊
絎,,绗,,绗,绗,绗,绗
結,,结,,结,结,结,结
絕,,绝,,绝,绝,绝,绝
絛,,绦,,绦,绦,绦,绦
絞,,绞,,绞,绞,绞,绞
絡,,络,,络,络,络,络
絢,,绚,,绚,绚,绚,绚
給,,给,,给,给,给,给
絨,,绒,,绒,绒,绒,绒
絮,,,,,,,
絰,,绖,,绖,绖,绖,绖
統,,统,,统,统,统,统
絲,,丝,,丝,丝,丝,丝
絳,,绛,,绛,绛,绛,绛
絵,,,,,,,
絷,,,,,,,
絹,,绢,,绢,绢,绢,绢
綁,,绑,,绑,绑,绑,绑
綃,,绡,,绡,绡,绡,绡
綆,,绠,,绠,绠,绠,绠
綈,,绨,,绨,绨,绨,绨
綉,,,,,,,
綌,,绤,,绤,绤,绤,绤
綏,,绥,,绥,绥,绥,绥
綑,,,,,,,
經,,经,经.sgp,经.sgp,经,经,经
継,,,,,,,
綜,,综,,综,综,综,综
綞,,缍,,缍,缍,缍,缍
綠,,绿,,绿,绿,绿,绿
綢,,绸,,绸,绸,绸,绸
綣,,绻,,绻,绻,绻,绻
綦,,,,,,,
綫,,线,线.sgp,线,线,线,线
綬,,绶,,绶,绶,绶,绶
維,,维,,维,维,维.er2,维
綮,,,,,,,
綯,,绹,,绹,绹,绹,绹
綰,,绾,,绾,绾,绾,绾
綱,,纲,䋄,䋄,纲,纲,纲
網,,网,网,网,网,网,网
綴,,缀,,缀,缀,缀,缀
綵,,䌽,,䌽,䌽,䌽,䌽
綸,,纶,,纶,纶,纶,纶
綹,,绺,,绺,绺,绺,绺
綺,,绮,,绮,绮,绮,绮
綻,,绽,,绽,绽,𥿕.er2,绽
綽,,绰,,绰,绰,绰,绰
綾,,绫,,绫,绫,绫,绫
綿,,绵,,绵,绵,绵,绵
緄,,绲,,绲,绲,绲,绲
緇,,缁,,缁,缁,缁,缁
緊,,紧,紧,紧,紧,紧,紧
緋,,绯,,绯,绯,绯,绯
緒,,绪,,绪,绪,绪,绪
緔,,绱,,,上,上,绱
緗,,缃,,缃,缃,缃,缃
緘,,缄,,缄,缄,缄,缄
緙,,缂,,缂,缂,缂,缂
線,,线,线.sgp,线,线,线,线
緝,,缉,,缉,缉,缉.er2,缉
緞,,缎,,缎,缎,缎,缎
締,,缔,,缔,缔,缔,缔
緡,,缗,,缗,缗,缗,缗
緣,,缘,,缘,缘.er1,缘.er1,缘
緦,,缌,,缌,缌,缌,缌
編,,编,,编,编,编,编
緩,,缓,,缓,缓,缓,缓
緬,,缅,,缅,缅.er1,缅.er1,缅
緯,,纬,,纬,纬,纬,纬
緱,,缑,,缑,缑,缑,缑
緲,,缈,,缈,缈,缈,缈
練,练.kmt,练,练.sgp,练.sgp,练,练,练
緶,,缏,,缏,缏,缏,缏
緹,,缇,,缇,缇,缇,缇
緻,,致,,致,致,致,致
縈,,萦,,萦,萦,萦,萦
縉,,缙,,缙,缙,缙,缙
縊,,缢,,缢,缢,缢.er2,缢
縋,,缒,,缒,缒,缒,缒
縐,,绉,,绉,绉,绉,绉
縑,,缣,,缣,缣,缣,缣
縕,,缊,,缊,缊,缊,缊
縗,,缞,,缞,缞,缞,缞
縛,,缚,,缚,缚,缚.er2,缚
縝,,缜,,缜,缜,缜,缜
縞,,缟,,缟,缟,缟,缟
縟,,缛,,缛,缛,缛,缛
縣,県.kmt,县,,县,县,县,县
縫,,缝,,缝,缝,𥾫,缝
縭,,缡,,缡,缡,缡,缡
縮,,缩,,缩,缩,缩,缩
縯,,,,,,,
縱,,纵,,纵,纵,纵,纵
縲,,缧,,缧,缧,缧,缧
縳,,䌸,,䌸,䌸,䌸,䌸
縴,,纤,,纤,纤,纤,纤
縵,,缦,,缦,缦,缦,缦
縶,,絷,,絷,絷,絷,絷
縷,缕.kmt,缕,,缕,缕,缕,缕
縹,,缥,,缥,缥,缥,缥
縻,,,,,,,
總,,总,总,总,总,总,总
績,,绩,,绩,绩,绩,绩
縿,,,,,,,
繁,,,,,,繁.er2,
繃,,绷,,绷,绷,绷,绷
繅,,缫,,缫,缫,缫,缫
繆,,缪,,缪,缪,缪,缪
繇,,,,,,,
繈,,,,,,,
繐,,,,,,𬜨,
繒,,缯,,缯,缯,缯,缯
織,,织,𥿗,𥿗,织,织,织
繕,,缮,,缮,缮,缮,缮
繙,,,,,,,
繚,,缭,,缭,缭,缭.er2,缭
繞,,绕,,绕,绕,绕,绕
繡,綉,绣,,绣,绣,绣,绣
繢,,缋,,缋,缋,缋,缋
繨,,,,,,嗒,
繩,绳.sgp,绳,绳.sgp,绳.sgp,绳,绳,绳
繪,絵,绘,絵,絵,绘,绘,绘
繫,,系,,系,系,系,系
繭,,茧,,茧,茧,茧,茧
繯,,缳,,缳,缳,缳,缳
繰,,缲,,缲,缲,缲,缲
繳,,缴,,缴,缴,缴,缴
繸,,䍁,,䍁,䍁,䍁,䍁
繹,,绎,,绎,绎,绎,绎
繼,継,继,継,継,继,继,继
繽,,缤,,缤,缤,缤,缤
繾,,缱,,缱,缱,缱,缱
纂,,,,,,,
纇,,颣,,颣,颣,颣,颣
纈,,缬,,缬,缬,缬,缬
纊,,纩,,纩,纩,纩,纩
續,続.kmt,续,续.sgp,续.sgp,续,续,续
纍,,累,,累,累,累,累
纏,,缠,,缠,缠,缠,缠
纓,,缨,,缨,缨.er1,缨.er1,缨
纔,才,才,才,才,才,才,才
纖,,纤,,纤,纤,纤,纤
纘,,缵,,缵,缵,缵,缵
纛,,,,,,,
纜,,缆,缆.sgp,缆.sgp,缆.er1,缆.er1,缆
纟,,,,,,,
纠,,,,,,,
纡,,,,,,,
红,,,,,,,
纣,,,,,,,
纤,,,,,,,
纥,,,,,,咯,
约,,,,,,,
级,,,,,,,
纨,,,,,,,
纩,,,,,,,
纪,,,,,,,
纫,,,,,,,
纬,,,,,,,
纭,,,,,,,
纮,,,,,,,
纯,,,,,,,
纰,,,,,,,
纱,,,,,,,
纲,,,,,,,
纳,,,,,,,
纴,,,,,,,
纵,,,,,,,
纶,,,,,,,
纷,,,,,,,
纸,,,,,,,
纹,,,,,,,
纺,,,,,,,
纻,,,,,,,
纼,,,,,,,
纽,,,,,,,
纾,,,,,,,
线,,,,,,,
绀,,,,,,,
绁,,,,,,,
绂,,,,,,,
练,,,,,,,
组,,,,,,,
绅,,,,,,,
细,,,,,,,
织,,,,,,,
终,,,,,,,
绉,,,,,,,
绊,,,,,,,
绋,,,,,,,
绌,,,,,,,
绍,,,,,,,
绎,,,,,,,
经,,,,,,,
绐,,,,,,,
绑,,,,,,,
绒,,,,,,,
结,,,,,,,
绕,,,,,,,
绖,,,,,,,
绗,,,,,,,
绘,,,,,,,
给,,,,,,,
绚,,,,,,,
绛,,,,,,,
络,,,,,,,
绝,,,,,,,
绞,,,,,,,
统,,,,,,,
绠,,,,,,,
绡,,,,,,,
绢,,,,,,,
绣,,,,,,,
绤,,,,,,,
绥,,,,,,,
绦,,,,,,,
继,,,,,,,
绨,,,,,,,
绩,,,,,,,
绪,,,,,,,
绫,,,,,,,
续,,,,,,,
绮,,,,,,,
绯,,,,,,,
绰,,,,,,,
绱,,,,,上,上,
绲,,,,,,,
绳,,,,,,,
维,,,,,,维.er2,
绵,,,,,,,
绶,,,,,,,
绷,,,,,,,
绸,,,,,,,
绹,,,,,,,
绺,,,,,,,
绻,,,,,,,
综,,,,,,,
绽,,,,,,𥿕.er2,
绾,,,,,,,
绿,,,,,,,
缀,,,,,,,
缁,,,,,,,
缂,,,,,,,
缃,,,,,,,
缄,,,,,,,
缅,,,,,缅.er1,缅.er1,
缆,,,,,缆.er1,缆.er1,
缇,,,,,,,
缈,,,,,,,
缉,,,,,,缉.er2,
缊,,,,,,,
缋,,,,,,,
缌,,,,,,,
缍,,,,,,,
缎,,,,,,,
缏,,,,,,,
缑,,,,,,,
缒,,,,,,,
缓,,,,,,,
缔,,,,,,,
缕,,,,,,,
编,,,,,,,
缗,,,,,,,
缘,,,,,缘.er1,缘.er1,
缙,,,,,,,
缚,,,,,,缚.er2,
缛,,,,,,,
缜,,,,,,,
缝,,,,,,𥾫,
缞,,,,,,,
缟,,,,,,,
缠,,,,,,,
缡,,,,,,,
缢,,,,,,缢.er2,
缣,,,,,,,
缤,,,,,,,
缥,,,,,,,
缦,,,,,,,
缧,,,,,,,
缨,,,,,缨.er1,缨.er1,
缩,,,,,,,
缪,,,,,,,
缫,,,,,,,
缬,,,,,,,
缭,,,,,,缭.er2,
缮,,,,,,,
缯,,,,,,,
缰,,,,,,畺,
缱,,,,,,,
缲,,,,,,,
缳,,,,,,,
缴,,,,,,,
缵,,,,,,,
缶,,,,,,,
缸,,,,,,,
缺,,,,,,夬,
缽,,钵,,钵,钵,钵,钵
罂,,,,,,,
罄,,,,,,,
罅,,,,,,,
罈,,坛,,坛,坛,坛,坛
罌,,罂,,罂,罂,罂,罂
罐,,,,,罐.er1,罐.er1,
网,,,,,,,
罔,,,,,,,
罕,,,,,,,
罗,,,,,,,
罘,,,,,,,
罚,,,,,,,
罟,,,,,,,
罡,,,,,,,
罢,,,,,,,
罨,,,,,,,
罩,,,,,,,
罪,,,,,,,
置,,,,,置.er1,置.er1,
罰,,罚,,罚,罚,罚,罚
署,,,,,,,
罴,,,,,,罴.er2,
罵,,骂,,骂,骂,骂,骂
罷,罢,罢,罢,罢,罢,罢,罢
罹,,,,,,,
罾,,,,,,,
羁,,,,,,,
羅,罗,罗,罗,罗,罗,罗,罗
羆,,罴,,罴,罴,罴.er2,罴
羈,,羁,,羁,羁,羁,羁
羊,,,,,,,
羋,,芈,,芈,芈,芈,芈
羌,,,,,,,
美,,,,,,,
羔,,,,,,羔.er2,
羚,,,,,,,
羝,,,,,,,
羞,,,,,,,
羟,,,,,,,
羡,,,,,,,
群,,,,,,,
羥,,羟,,羟,羟,羟,羟
羧,,,,,,,
羨,,羡,,羡,羡,羡,羡
義,义,义,义,义,义,义,义
羯,,,,,,,
羰,,,,,,,
羲,,,,,,,
羶,,膻,,,膻,羶.er2,膻
羸,,,,,,,
羹,,,,,,羹.er2,
羼,,,,,,,
羽,,,,,,,
羿,,,,,,,
翁,,,,,,,
翅,,,,,,,
翆,,,,,,,
翊,,,,,,,
翌,,,,,,,
翎,,,,,,,
習,,习,习,习,习,习,习
翔,,,,,,,
翕,,,,,,,
翘,,,,,,,
翙,,,,,,,
翚,,,,,,,
翟,,,,,,翟.er2,
翠,,,,,翆,翆,
翡,,,,,,,
翥,,,,,,,
翦,,,,,,,
翩,,,,,,,
翬,,翚,,翚,翚,翚,翚
翮,,,,,,,
翰,,,,,,翰.er2,
翱,,,,,,,
翳,,,,,,,
翹,,翘,,翘,翘,翘,翘
翻,,,,,,翻.er2,
翼,,,,,翼.er1,翼.er1,
翽,,翙,,翙,翙,翙,翙
耀,,,,,𭀦,𭀦,
老,,,,,,,
考,,,,,,,
耄,,,,,,,
者,,,,,,,
耆,,,,,,,
耋,,,,,,,
而,,,,,,,
耍,,,,,,,
耐,,,,,,,
耑,,,,,,,
耒,,,,,,,
耔,,,,,,,
耕,,,,,,,
耖,,,,,,,
耗,,,,,,,
耘,,,,,,,
耙,,,,,,,
耜,,,,,,,
耦,,,,,,,
耧,,,,,,,
耨,,,,,,,
耩,,,,,,耩.er2,
耪,,,,,,耪.er2,
耬,,耧,,耧,耧,耧,耧
耳,,,,,,耳.er2,
耵,,,,,,,
耶,,,,,,耶.er2,
耷,,,,,,,
耸,,,,,,耸.er2,
耻,,,,,,耻.er2,
耽,,,,,,耽.er2,
耿,,,,,,耿.er2,
聀,,,,,,,
聂,,,,,,聂.er2,
聃,,,,,,,
聆,,,,,,聆.er2,
聊,,,,,,聊.er2,
聋,,,,,,聋.er2,
职,,,,,,职.er2,
聍,,,,,,,
聒,,,,,,,
联,,,,,,联.er2,
聖,圣,圣,圣,圣,圣,圣,圣
聘,,,,,,聘.er2,
聚,,,,,,聚.er2,
聞,闻,闻,闻,闻,闻,闻.er2,闻
聩,,,,,,,
聪,,,,,,聪.er2,
聯,联,联,联,联,联,联.er2,联
聰,,聪,聪,聪,聪,聪.er2,聪
聱,,,,,,,
聲,声,声,声,声,声,声,声
聳,,耸,,耸,耸,耸.er2,耸
聵,,聩,,聩,聩,聩,聩
聶,,聂,,聂,聂,聂.er2,聂
職,聀,职,聀,聀,职,职.er2,职
聹,,聍,,聍,聍,聍,聍
聽,听,听,听,听,听,听,听
聾,,聋,聋,聋,聋,聋.er2,聋
聿,,,,,,,
肃,,,,,,,
肄,,,,,,,
肅,粛,肃,粛,粛,肃,肃,肃
肆,,,,,,肆.er2,
肇,,,,,,,
肉,,,,,,,
肊,,,,,,,
肋,,,,,,,
肌,,,,,,,
肓,,,,,,,
肖,,,,,,,
肘,,,,,,,
肚,,,,,,,
肛,,,,,,,
肜,,,,,,,
肝,,,,,,,
肠,,,,,,,
股,,,,,,,
肢,,,,,,,
肤,,,,,,,
肥,,,,,,,
肩,,,,,,,
肪,,,,,,,
肫,,,,,,,
肭,,,,,,,
肮,,,,,,,
肯,,,,,,,
肱,,,,,,,
育,,,,,,,
肴,,,,,,,
肺,,,,,,,
肾,,,,,,,
肿,,,,,,,
胀,,,,,,涱.er2,
胁,,,,,,,
胂,,,,,,,
胃,,,,,,,
胄,,,,,,,
胆,,,,,,,
背,,,,,,,
胍,,,,,,,
胎,,,,,,,
胒,,,,,,,
胖,,,,,,,
胗,,,,,,,
胙,,,,,,,
胚,,,,,,,
胛,,,,,,,
胜,,,,,,,
胝,,,,,,,
胞,,,,,,,
胡,,,,,,,
胤,,,,,,,
胥,,,,,,,
胧,,,,,龙,龙,
胪,,,,,,,
胫,,,,,,,
胭,,,,,,,
胯,,,,,,,
胰,,,,,,,
胱,,,,,,,
胲,,,,,,,
胳,,,,,,,
胴,,,,,,,
胶,,,,,,,
胸,,,,,,匈,
胺,,,,,,,
胼,,,,,,,
能,,,,,,𫧇,
脂,,,,,,,
脅,,胁,,胁,胁,胁,胁
脆,,,,,,,
脈,,脉,,脉,脉,脉,脉
脉,,,,,,,
脊,,,,,,,
脍,,,,,,,
脏,,,,,,,
脐,,,,,,,
脑,,,,,,㐫,
脓,,,,,,,
脔,,,,,,,
脖,,,,,,孛,
脘,,,,,,,
脚,,,,,,,
脛,,胫,,胫,胫,胫,胫
脞,,,,,,,
脣,,唇,,唇,唇,唇,唇
脤,,,,,,,
脩,,,,,,,
脫,,脱,,脱,脱,脱,脱
脬,,,,,,,
脯,,,,,,,
脰,,,,,,,
脱,,,,,,,
脶,,,,,,,
脸,,,,,,,
脹,,胀,,胀,胀,涱.er2,胀
脾,,,,,,,
腆,,,,,,,
腊,,,,,,,
腋,,,,,,,
腌,,,,,,,
腎,,肾,肾,肾,肾,肾,肾
腐,,,,,,,
腑,,,,,,,
腓,,,,,,,
腔,,,,,,,
腕,,,,,,,
腘,,,,,,,
腠,,,,,,,
腡,,脶,,脶,脶,脶,脶
腥,,,,,,,
腦,,脑,脑,脑,脑,㐫,脑
腧,,,,,,,
腩,,,,,,,
腫,,肿,肿,肿,肿,肿,肿
腭,,,,,,,
腮,,,,,,,
腰,,,,,,腰.er2,
腱,,,,,,腱.er2,
腳,,脚,,脚,脚,脚,脚
腴,,,,,,,
腸,肠.kmt,肠,,肠,肠,肠,肠
腹,,,,,,,
腺,,,,,,,
腻,,,,,,胒,
腼,,,,,,,
腽,,,,,,,
腾,,,,,腾.erg,腾.erg,
腿,,,,,,,
膀,,,,,,膀.er2,
膂,,,,,,吕,
膃,,腽,,腽,腽,腽,腽
膈,,,,,,,
膊,,,,,,膊.er2,
膏,,,,,,,
膑,,,,,,,
膕,,腘,,腘,腘,腘,腘
膘,,,,,,膘.er2,
膚,,肤,,肤,肤,肤,肤
膛,,,,,,坣,
膜,,,,,,,
膝,,,,,,膝.er2,
膞,,䏝,,䏝,䏝,䏝,䏝
膠,,胶,,胶,胶,胶,胶
膣,,,,,,,
膦,,,,,,,
膨,,,,,,,
膩,,腻,,腻,腻,胒,腻
膳,,,,,,,
膺,,,,,,,
膻,,,,,,羶.er2,
膽,胆,胆,胆,胆,胆,胆,胆
膾,,脍,,脍,脍,脍,脍
膿,,脓,,脓,脓,脓,脓
臀,,,,,,臀.er2,
臂,,,,,,,
臃,,,,,𦙸,𦙸,
臆,,,,,肊,肊,
臉,,脸,,脸,脸,脸,脸
臊,,,,,,,
臌,,,,,,壴,
臍,,脐,,脐,脐,脐,脐
臏,,膑,,膑,膑,膑,膑
臘,,腊,腊,腊,腊,腊,腊
臚,,胪,,胪,胪,胪,胪
臜,,,,,,,
臟,,脏,,脏,脏,脏,脏
臠,,脔,,脔,脔,脔,脔
臢,,臜,,臜,臜,臜,臜
臣,,,,,,,
臥,,卧,,卧,卧,卧,卧
臧,,,,,,,
臨,临,临.old,临,临,临,临,临
自,,,,,,,
臬,,,,,,,
臭,,,,,,,
至,,,,,,,
致,,,,,,,
臺,台,台,台,台,台,台,台
臻,,,,,,,
臼,,,,,,,
臾,,,,,,㬰,
臿,,,,,,臿.er2,
舀,,,,,,舀.er2,
舁,,,,,,,
舂,,,,,,,
舄,,,,,,,
舅,,,,,,,
舆,,,,,,舆.er2,
與,与,与,与,与,与,与,与
興,㒷.kmt,兴,兴,兴,兴,兴,兴
舉,举,举,举,举,举,举,举
舊,旧,旧,旧,旧,旧,旧,旧
舌,,,,,,,
舍,,,,,,,
舐,,,,,,,
舒,,,,,,,
舔,,,,,,舔.er2,
舛,,,,,,,
舜,,,,,,,
舞,,,,,午,午,
舟,,,,,,舟.er2,
舡,,,,,,,
舢,,,,,,舢.er2,
舣,,,,,,,
舨,,,,,,板,
航,,,,,,航.er2,
舫,,,,,,舫.er2,
般,,,,,,般.er2,
舯,,,,,,,
舰,,,,,,舰.er2,
舱,,,,,仓,仓,
舳,,,,,,,
舴,,,,,,,
舵,,,,,,舵.er2,
舶,,,,,,舶.er2,
舷,,,,,,舷.er2,
舸,,,,,,舸.er2,
船,,,,,,船.er2,
舺,,,,,,舺.er2,
舻,,,,,,,
艄,,,,,,艄.er2,
艇,,,,,,𦨍.er2,
艉,,,,,,,
艋,,,,,,艋.er2,
艏,,,,,,,
艘,,,,,,艘.er2,
艙,,舱,,舱,仓,仓,舱
艚,,,,,,,
艟,,,,,,,
艤,,舣,,舣,舣,舣,舣
艦,,舰,,舰,舰,舰.er2,舰
艨,,,,,,,
艫,,舻,,舻,舻,舻,舻
艮,,,,,,,
良,,,,,,,
艰,,,,,,,
艱,艰,艰,艰,艰,艰,艰,艰
色,,,,,,,
艳,,,,,,,
艴,,,,,,,
艷,艳,艳,艳,艳,艳,艳,艳
艺,,,,,,,
艻,,,,,,,
艽,,,,,,,
艾,,,,,,,
艿,,,,,,,
节,,,,,,,
芄,,,,,,,
芈,,,,,,,
芊,,,,,,,
芋,,,,,,,
芍,,,,,,,
芎,,,,,,,
芏,,,,,,,
芑,,,,,,,
芒,,,,,,,
芗,,,,,,,
芘,,,,,,,
芙,,,,,,,
芜,,,,,,,
芝,,,,,,,
芟,,,,,,,
芡,,,,,,,
芣,,,,,,,
芤,,,,,,,
芥,,,,,,,
芦,,,,,,,
芨,,,,,,,
芩,,,,,,,
芫,,,,,,,
芬,,,,,,,
芭,,,,,巴,巴,
芮,,,,,,,
芯,,,,,,,
芰,,,,,,,
花,,,,,,,
芳,,,,,,,
芴,,,,,,,
芵,,,,,,,
芷,,,,,,,
芸,,,,,,,
芹,,,,,,,
芻,,刍,,刍,刍,刍,刍
芽,,,,,,,
芾,,,,,,,
苁,,,,,,,
苇,,,,,,,
苈,,,,,,,
苋,,,,,,,
苌,,,,,,,
苍,,,,,,,
苎,,,,,,,
苏,,,,,,,
苑,,,,,,,
苒,,,,,,,
苓,,,,,,,
苔,,,,,,,
苕,,,,,,,
苗,,,,,,,
苛,,,,,,,
苜,,,,,,,
苞,,,,,,,
苟,,,,,,,
苠,,,,,,,
苡,,,,,,,
苣,,,,,,,
苤,,,,,,,
若,,,,,,,
苦,,,,,,,
苧,,苎,,苎,苎,苎,苎
苫,,,,,,,
苯,,,,,,,
英,,,,,,,
苳,,,,,,,
苴,,,,,,,
苹,,,,,,,
苻,,,,,,,
茁,,,,,,,
茂,,,,,,,
范,,,,,,,
茄,,,,,,,
茅,,,,,,,
茆,,,,,,,
茇,,,,,,,
茈,,,,,,,
茉,,,,,,,
茌,,,,,,,
茎,,,,,,,
茏,,,,,,,
茐,,,,,,,
茑,,,,,,,
茔,,,,,,,
茕,,,,,,,
茗,,,,,,,
茛,,,,,,,
茜,,,,,,,
茧,,,,,,,
茨,,,,,,,
茫,,,,,,,
茬,,,,,,,
茭,,,,,,,
茯,,,,,,,
茱,,,,,,,
茲,,兹,,兹,兹,兹,兹
茳,,,,,,,
茴,,,,,,,
茵,,,,,,,
茶,,,,,,,
茸,,,,,,茸.er2,
茹,,,,,,,
茺,,,,,,,
茼,,,,,,,
荀,,,,,,,
荃,,,,,,,
荅,,,,,,,
荆,,,,,,,
荇,,,,,,,
草,,,,,,,
荊,,荆,,荆,荆,荆,荆
荏,,,,,,,
荐,荐.kmt,,,,,,
荑,,,,,,,
荒,,,,,,,
荔,,,,,艻,艻,
荙,,,,,,,
荚,,,,,,,
荛,,,,,,,
荜,,,,,,,
荞,,,,,,,
荟,,,,,,,
荠,,,,,,,
荡,,,,,,,
荣,,,,,,,
荤,,,,,,,
荥,,,,,,,
荦,,,,,,,
荧,,,,,,,
荨,,,,,,,
荩,,,,,,,
荪,,,,,,,
荫,,,,,,,
荭,,,,,,,
药,,,,,,,
荷,,,,,,,
荸,,,,,,,
荻,,,,,,,
荼,,,,,,,
荽,,,,,,,
莅,,,,,,,
莆,,,,,,,
莉,,,,,,,
莊,庄,庄,,庄,庄,庄,庄
莎,,,,,,,
莒,,,,,,,
莓,,,,,,,
莖,,茎,茎,茎,茎,茎,茎
莘,,,,,,,
莛,,,,,,,
莞,,,,,,,
莠,,,,,,,
莢,,荚,,荚,荚,荚,荚
莧,,苋,,苋,苋,苋,苋
莨,,,,,,,
莩,,,,,,,
莪,,,,,,,
莫,,,,,,,
莰,,,,,,,
莱,,,,,,,
莲,,,,,,,
莳,,,,,,,
莴,,,,,,呙,
莶,,,,,,,
获,,,,,,,
莸,,,,,,,
莹,,,,,,,
莺,,,,,,,
莼,,,,,,,
莽,,,,,,,
菀,,,,,,,
菁,,,,,菁.er1,菁.er1,
菅,,,,,,,
菇,,,,,,,
菊,,,,,,,
菌,,,,,,,
菏,,,,,,,
菔,,,,,,,
菖,,,,,,,
菘,,,,,,,
菜,,,,,𦬁,𦬁,
菝,,,,,,,
菟,,,,,,,
菠,,,,,,,
菡,,,,,,,
菥,,,,,,,
菩,,,,,,,
菪,,,,,,,
華,,华,华,华,华,华,华
菰,,,,,,,
菱,,,,,,,
菲,,,,,,,
菴,,庵,,庵,庵,庵,庵
菸,,,,,,,
菹,,,,,,,
菽,,,,,,,
萁,,,,,,,
萃,,,,,,,
萄,,,,,,,
萆,,,,,,,
萇,,苌,,苌,苌,苌,苌
萊,,莱,,莱,莱,莱,莱
萋,,,,,,,
萌,,,,,,,
萍,,,,,,,
萎,,,,,,委,
萏,,,,,,,
萑,,,,,,,
萚,,,,,,,
萝,,,,,,,
萤,,,,,,,
营,,,,,,,
萦,,,,,,,
萧,,,,,肖,肖,
萨,,,,,,,
萬,万,万,万,万,万,万,万
萱,,,,,,,
萵,,莴,,莴,莴,呙,莴
萸,,,,,,,
萹,,,,,扁,扁,
萼,,,,,,,
落,,,,,,,
葆,,,,,,,
葉,,叶,叶,叶,叶,叶,叶
葑,,,,,,,
葒,,荭,,荭,荭,荭,荭
著,,着,,着,着,着,着
葙,,,,,,,
葚,,,,,,,
葛,,,,,,,
葡,,,,,,,
董,,,,,苳,苳,
葦,,苇,,苇,苇,苇,苇
葩,,,,,,,
葫,,,,,胡,胡,
葬,,,,,,,
葭,,,,,,,
葯,,药,,,药,药,药
葱,,,,,茐,茐,
葳,,,,,,,
葵,,,,,,,
葶,,,,,,,
葷,,荤,,荤,荤,荤,荤
葸,,,,,,,
葺,,,,,,,
蒂,,,,,,,
蒇,,,,,,,
蒉,,,,,,,
蒋,,,,,,,
蒌,,,,,,,
蒎,,,,,,,
蒐,,,,,,,
蒔,,莳,,莳,莳,莳,莳
蒗,,,,,,,
蒙,,,,,蒙.er1,蒙.er1,
蒜,,,,,,祘,
蒞,,莅,,莅,莅,莅,莅
蒡,,,,,,,
蒯,,,,,,,
蒲,,,,,,,
蒴,,,,,,,
蒸,,,,,,炡,
蒹,,,,,,,
蒺,,,,,,,
蒼,,苍,,苍,苍,苍,苍
蒿,,,,,,蒿.er2,
蓀,,荪,,荪,荪,荪,荪
蓁,,,,,,,
蓄,,,,,,,
蓆,,,,,,,
蓉,,,,,,,
蓊,,,,,,,
蓋,盖,盖,盖,盖,盖,盖.er2,盖
蓍,,,,,,,
蓐,,,,,,,
蓑,,,,,,,
蓓,,,,,,,
蓖,,,,,芘,芘,
蓝,,,,,兰,兰,
蓟,,,,,,,
蓠,,,,,,,
蓣,,,,,,,
蓥,,,,,,,
蓦,,,,,,,
蓬,,,,,,,
蓮,,莲,莲.sg1,莲.sg2,莲,莲,莲
蓯,,苁,,苁,苁,苁,苁
蓰,,,,,,,
蓴,,莼,,莼,莼,莼,莼
蓼,,,,,,,
蓽,,荜,,荜,荜,荜,荜
蓿,,,,,,,
蔂,,,,,,,
蔆,,,,,,,
蔌,,,,,,,
蔑,,,,,,蔑.er2,
蔓,,,,,,,
蔔,,卜,,卜,卜,卜,卜
蔗,,,,,,蔗.er2,
蔘,,参,,参,参,参,参
蔚,,,,,,,
蔞,,蒌,,蒌,蒌,蒌,蒌
蔟,,,,,,,
蔡,,,,,𦬁,𦬁,
蔣,,蒋,蒋,蒋,蒋,蒋,蒋
蔥,,葱,,葱,茐,茐,葱
蔦,,茑,,茑,茑,茑,茑
蔫,,,,,,𦮴,
蔬,,,,,,𦬸,
蔭,,荫,荫,荫,荫,荫,荫
蔷,,,,,,,
蔹,,,,,,,
蔺,,,,,,蔺.er2,
蔻,,,,,,,
蔼,,,,,,,
蔽,,,,,芘,芘,
蕁,,荨,,荨,荨,荨,荨
蕃,,,,,,,
蕆,,蒇,,蒇,蒇,蒇,蒇
蕈,,,,,,,
蕉,,,,,,蕉.er2,
蕊,,,,,,,
蕎,,荞,,荞,荞,荞,荞
蕓,,芸,,芸,芸,芸,芸
蕕,,莸,,莸,莸,莸,莸
蕖,,,,,,,
